model,data,mse,mae,R^2
Best_estimator,Cross Validation,2099.3543159356686,25.719351597135166,0.8742054951993993
Best_estimator,Train,1603.5481174609415,23.64885662498082,0.9165880930863254
Best_estimator,Test,2122.8027925063157,28.780942023652386,0.9583002550712493
